support,opposition,modal_regime,seed_disagreement,symmetric_fixed_point,lambda_symmetric,lambda_antisymmetric,symmetric_fixed_stable,n_collapse,n_equilibrium,n_lock_in,n_oscillation,n_unresolved,regime_transition_candidate,bifurcation_candidate
-6.0,0.0,collapse,False,0.0024973853,0.0099645935,0.0000000000,True,7,0,0,0,0,False,False
-6.0,0.25,collapse,False,0.0024958158,0.0093359502,0.0006223967,True,7,0,0,0,0,False,False
-6.0,0.5,collapse,False,0.0024942493,0.0087080979,0.0012440140,True,7,0,0,0,0,False,False
-6.0,0.75,collapse,False,0.0024926857,0.0080810346,0.0018648541,True,7,0,0,0,0,False,False
-6.0,1.0,collapse,False,0.0024911250,0.0074547579,0.0024849193,True,7,0,0,0,0,False,False
-6.0,1.25,collapse,False,0.0024895673,0.0068292657,0.0031042117,True,7,0,0,0,0,False,False
-6.0,1.5,collapse,False,0.0024880125,0.0062045557,0.0037227334,True,7,0,0,0,0,False,False
-6.0,1.75,collapse,False,0.0024864606,0.0055806258,0.0043404867,True,7,0,0,0,0,False,False
-6.0,2.0,collapse,False,0.0024849116,0.0049574737,0.0049574737,True,7,0,0,0,0,False,False
-6.0,2.25,collapse,False,0.0024833655,0.0043350973,0.0055736965,True,7,0,0,0,0,False,False
-6.0,2.5,collapse,False,0.0024818223,0.0037134943,0.0061891572,True,7,0,0,0,0,False,False
-6.0,2.75,collapse,False,0.0024802820,0.0030926628,0.0068038581,True,7,0,0,0,0,False,False
-6.0,3.0,collapse,False,0.0024787445,0.0024726004,0.0074178011,True,7,0,0,0,0,False,False
-6.0,3.25,collapse,False,0.0024772099,0.0018533050,0.0080309885,True,7,0,0,0,0,False,False
-6.0,3.5,collapse,False,0.0024756782,0.0012347746,0.0086434222,True,7,0,0,0,0,False,False
-6.0,3.75,collapse,False,0.0024741493,0.0006170070,0.0092551044,True,7,0,0,0,0,False,False
-6.0,4.0,collapse,False,0.0024726232,0.0000000000,0.0098660372,True,7,0,0,0,0,False,False
-6.0,4.25,collapse,False,0.0024710999,-0.0006162484,0.0104762226,True,7,0,0,0,0,False,False
-6.0,4.5,collapse,False,0.0024695794,-0.0012317403,0.0110856626,True,7,0,0,0,0,False,False
-6.0,4.75,collapse,False,0.0024680617,-0.0018464778,0.0116943594,True,7,0,0,0,0,False,False
-6.0,5.0,collapse,False,0.0024665469,-0.0024604630,0.0123023150,True,7,0,0,0,0,False,False
-6.0,5.25,collapse,False,0.0024650348,-0.0030736980,0.0129095314,True,7,0,0,0,0,False,False
-6.0,5.5,collapse,False,0.0024635254,-0.0036861847,0.0135160106,True,7,0,0,0,0,False,False
-6.0,5.75,collapse,False,0.0024620189,-0.0042979253,0.0141217547,True,7,0,0,0,0,False,False
-6.0,6.0,collapse,False,0.0024605151,-0.0049089219,0.0147267656,True,7,0,0,0,0,False,False
-6.0,6.25,collapse,False,0.0024590140,-0.0055191763,0.0153310453,True,7,0,0,0,0,False,False
-6.0,6.5,collapse,False,0.0024575157,-0.0061286907,0.0159345959,True,7,0,0,0,0,False,False
-6.0,6.75,collapse,False,0.0024560201,-0.0067374671,0.0165374193,True,7,0,0,0,0,False,False
-6.0,7.0,collapse,False,0.0024545272,-0.0073455075,0.0171395174,True,7,0,0,0,0,False,False
-6.0,7.25,collapse,False,0.0024530370,-0.0079528138,0.0177408923,True,7,0,0,0,0,False,False
-6.0,7.5,collapse,False,0.0024515496,-0.0085593881,0.0183415459,True,7,0,0,0,0,False,False
-6.0,7.75,collapse,False,0.0024500648,-0.0091652324,0.0189414802,True,7,0,0,0,0,False,False
-6.0,8.0,collapse,False,0.0024485827,-0.0097703485,0.0195406971,True,7,0,0,0,0,False,False
-6.0,8.25,collapse,False,0.0024471033,-0.0103747386,0.0201391984,True,7,0,0,0,0,False,False
-6.0,8.5,collapse,False,0.0024456265,-0.0109784045,0.0207369862,True,7,0,0,0,0,False,False
-6.0,8.75,collapse,False,0.0024441524,-0.0115813481,0.0213340624,True,7,0,0,0,0,False,False
-6.0,9.0,collapse,False,0.0024426810,-0.0121835715,0.0219304287,True,7,0,0,0,0,False,False
-6.0,9.25,collapse,False,0.0024412122,-0.0127850766,0.0225260873,True,7,0,0,0,0,False,False
-6.0,9.5,collapse,False,0.0024397460,-0.0133858652,0.0231210399,True,7,0,0,0,0,False,False
-6.0,9.75,collapse,False,0.0024382825,-0.0139859393,0.0237152884,True,7,0,0,0,0,False,False
-6.0,10.0,collapse,False,0.0024368216,-0.0145853008,0.0243088347,True,7,0,0,0,0,False,False
-6.0,10.25,collapse,False,0.0024353633,-0.0151839516,0.0249016806,True,7,0,0,0,0,False,False
-6.0,10.5,collapse,False,0.0024339075,-0.0157818936,0.0254938281,True,7,0,0,0,0,False,False
-6.0,10.75,collapse,False,0.0024324544,-0.0163791287,0.0260852790,True,7,0,0,0,0,False,False
-6.0,11.0,collapse,False,0.0024310039,-0.0169756586,0.0266760350,True,7,0,0,0,0,False,False
-6.0,11.25,collapse,False,0.0024295559,-0.0175714855,0.0272660981,True,7,0,0,0,0,False,False
-6.0,11.5,collapse,False,0.0024281105,-0.0181666109,0.0278554701,True,7,0,0,0,0,False,False
-6.0,11.75,collapse,False,0.0024266677,-0.0187610369,0.0284441527,True,7,0,0,0,0,False,False
-6.0,12.0,collapse,False,0.0024252274,-0.0193547653,0.0290321479,True,7,0,0,0,0,False,False
-6.0,12.25,collapse,False,0.0024237896,-0.0199477978,0.0296194573,True,7,0,0,0,0,False,False
-6.0,12.5,collapse,False,0.0024223544,-0.0205401364,0.0302060829,True,7,0,0,0,0,False,False
-6.0,12.75,collapse,False,0.0024209218,-0.0211317828,0.0307920263,True,7,0,0,0,0,False,False
-6.0,13.0,collapse,False,0.0024194916,-0.0217227389,0.0313772895,True,7,0,0,0,0,False,False
-6.0,13.25,collapse,False,0.0024180639,-0.0223130064,0.0319618740,True,7,0,0,0,0,False,False
-6.0,13.5,collapse,False,0.0024166388,-0.0229025872,0.0325457818,True,7,0,0,0,0,False,False
-6.0,13.75,collapse,False,0.0024152161,-0.0234914830,0.0331290145,True,7,0,0,0,0,False,False
-6.0,14.0,collapse,False,0.0024137960,-0.0240796957,0.0337115740,True,7,0,0,0,0,False,False
-5.75,0.0,collapse,False,0.0032135971,0.0128130795,0.0000000000,True,7,0,0,0,0,False,False
-5.75,0.25,collapse,False,0.0032109934,0.0120025608,0.0008001707,True,7,0,0,0,0,False,False
-5.75,0.5,collapse,False,0.0032083960,0.0111933575,0.0015990511,True,7,0,0,0,0,False,False
-5.75,0.75,collapse,False,0.0032058049,0.0103854650,0.0023966458,True,7,0,0,0,0,False,False
-5.75,1.0,collapse,False,0.0032032201,0.0095788784,0.0031929595,True,7,0,0,0,0,False,False
-5.75,1.25,collapse,False,0.0032006415,0.0087735929,0.0039879968,True,7,0,0,0,0,False,False
-5.75,1.5,collapse,False,0.0031980692,0.0079696039,0.0047817624,True,7,0,0,0,0,False,False
-5.75,1.75,collapse,False,0.0031955031,0.0071669067,0.0055742608,True,7,0,0,0,0,False,False
-5.75,2.0,collapse,False,0.0031929432,0.0063654966,0.0063654966,True,7,0,0,0,0,False,False
-5.75,2.25,collapse,False,0.0031903894,0.0055653689,0.0071554743,True,7,0,0,0,0,False,False
-5.75,2.5,collapse,False,0.0031878417,0.0047665191,0.0079441984,True,7,0,0,0,0,False,False
-5.75,2.75,collapse,False,0.0031853001,0.0039689425,0.0087316735,True,7,0,0,0,0,False,False
-5.75,3.0,collapse,False,0.0031827646,0.0031726347,0.0095179040,True,7,0,0,0,0,False,False
-5.75,3.25,collapse,False,0.0031802352,0.0023775910,0.0103028942,True,7,0,0,0,0,False,False
-5.75,3.5,collapse,False,0.0031777118,0.0015838070,0.0110866487,True,7,0,0,0,0,False,False
-5.75,3.75,collapse,False,0.0031751943,0.0007912781,0.0118691717,True,7,0,0,0,0,False,False
-5.75,4.0,collapse,False,0.0031726828,0.0000000000,0.0126504677,True,7,0,0,0,0,False,False
-5.75,4.25,collapse,False,0.0031701773,-0.0007900318,0.0134305410,True,7,0,0,0,0,False,False
-5.75,4.5,collapse,False,0.0031676777,-0.0015788218,0.0142093959,True,7,0,0,0,0,False,False
-5.75,4.75,collapse,False,0.0031651840,-0.0023663742,0.0149870366,True,7,0,0,0,0,False,False
-5.75,5.0,collapse,False,0.0031626961,-0.0031526935,0.0157634675,True,7,0,0,0,0,False,False
-5.75,5.25,collapse,False,0.0031602141,-0.0039377840,0.0165386928,True,7,0,0,0,0,False,False
-5.75,5.5,collapse,False,0.0031577380,-0.0047216500,0.0173127166,True,7,0,0,0,0,False,False
-5.75,5.75,collapse,False,0.0031552676,-0.0055042958,0.0180855432,True,7,0,0,0,0,False,False
-5.75,6.0,collapse,False,0.0031528030,-0.0062857256,0.0188571768,True,7,0,0,0,0,False,False
-5.75,6.25,collapse,False,0.0031503441,-0.0070659437,0.0196276215,True,7,0,0,0,0,False,False
-5.75,6.5,collapse,False,0.0031478910,-0.0078449544,0.0203968814,True,7,0,0,0,0,False,False
-5.75,6.75,collapse,False,0.0031454435,-0.0086227617,0.0211649606,True,7,0,0,0,0,False,False
-5.75,7.0,collapse,False,0.0031430018,-0.0093993699,0.0219318632,True,7,0,0,0,0,False,False
-5.75,7.25,collapse,False,0.0031405657,-0.0101747832,0.0226975932,True,7,0,0,0,0,False,False
-5.75,7.5,collapse,False,0.0031381352,-0.0109490056,0.0234621548,True,7,0,0,0,0,False,False
-5.75,7.75,collapse,False,0.0031357103,-0.0117220412,0.0242255518,True,7,0,0,0,0,False,False
-5.75,8.0,collapse,False,0.0031332910,-0.0124938941,0.0249877883,True,7,0,0,0,0,False,False
-5.75,8.25,collapse,False,0.0031308773,-0.0132645685,0.0257488682,True,7,0,0,0,0,False,False
-5.75,8.5,collapse,False,0.0031284691,-0.0140340682,0.0265087955,True,7,0,0,0,0,False,False
-5.75,8.75,collapse,False,0.0031260665,-0.0148023974,0.0272675742,True,7,0,0,0,0,False,False
-5.75,9.0,collapse,False,0.0031236693,-0.0155695600,0.0280252081,True,7,0,0,0,0,False,False
-5.75,9.25,collapse,False,0.0031212776,-0.0163355601,0.0287817011,True,7,0,0,0,0,False,False
-5.75,9.5,collapse,False,0.0031188914,-0.0171004014,0.0295370570,True,7,0,0,0,0,False,False
-5.75,9.75,collapse,False,0.0031165106,-0.0178640881,0.0302912798,True,7,0,0,0,0,False,False
-5.75,10.0,collapse,False,0.0031141352,-0.0186266239,0.0310443731,True,7,0,0,0,0,False,False
-5.75,10.25,collapse,False,0.0031117651,-0.0193880128,0.0317963410,True,7,0,0,0,0,False,False
-5.75,10.5,collapse,False,0.0031094005,-0.0201482586,0.0325471870,True,7,0,0,0,0,False,False
-5.75,10.75,collapse,False,0.0031070411,-0.0209073652,0.0332969150,True,7,0,0,0,0,False,False
-5.75,11.0,collapse,False,0.0031046871,-0.0216653364,0.0340455287,True,7,0,0,0,0,False,False
-5.75,11.25,collapse,False,0.0031023384,-0.0224221761,0.0347930319,True,7,0,0,0,0,False,False
-5.75,11.5,collapse,False,0.0030999950,-0.0231778879,0.0355394281,True,7,0,0,0,0,False,False
-5.75,11.75,collapse,False,0.0030976569,-0.0239324757,0.0362847212,True,7,0,0,0,0,False,False
-5.75,12.0,collapse,False,0.0030953239,-0.0246859432,0.0370289148,True,7,0,0,0,0,False,False
-5.75,12.25,collapse,False,0.0030929962,-0.0254382941,0.0377720125,True,7,0,0,0,0,False,False
-5.75,12.5,collapse,False,0.0030906737,-0.0261895322,0.0385140179,True,7,0,0,0,0,False,False
-5.75,12.75,collapse,False,0.0030883564,-0.0269396611,0.0392549347,True,7,0,0,0,0,False,False
-5.75,13.0,collapse,False,0.0030860442,-0.0276886845,0.0399947665,True,7,0,0,0,0,False,False
-5.75,13.25,collapse,False,0.0030837371,-0.0284366060,0.0407335167,True,7,0,0,0,0,False,False
-5.75,13.5,collapse,False,0.0030814352,-0.0291834293,0.0414711890,True,7,0,0,0,0,False,False
-5.75,13.75,collapse,False,0.0030791383,-0.0299291580,0.0422077869,True,7,0,0,0,0,False,False
-5.75,14.0,collapse,False,0.0030768465,-0.0306737956,0.0429433139,True,7,0,0,0,0,False,False
-5.5,0.0,collapse,False,0.0041377826,0.0164826455,0.0000000000,True,7,0,0,0,0,False,False
-5.5,0.25,collapse,False,0.0041334554,0.0154363873,0.0010290925,True,7,0,0,0,0,False,False
-5.5,0.5,collapse,False,0.0041291418,0.0143923219,0.0020560460,True,7,0,0,0,0,False,False
-5.5,0.75,collapse,False,0.0041248417,0.0133504390,0.0030808705,True,7,0,0,0,0,False,False
-5.5,1.0,collapse,False,0.0041205551,0.0123107282,0.0041035761,True,7,0,0,0,0,False,False
-5.5,1.25,collapse,False,0.0041162818,0.0112731795,0.0051241725,True,7,0,0,0,0,False,False
-5.5,1.5,collapse,False,0.0041120218,0.0102377827,0.0061426696,True,7,0,0,0,0,False,False
-5.5,1.75,collapse,False,0.0041077751,0.0092045278,0.0071590772,True,7,0,0,0,0,False,False
-5.5,2.0,collapse,False,0.0041035415,0.0081734049,0.0081734049,True,7,0,0,0,0,False,False
-5.5,2.25,collapse,False,0.0040993210,0.0071444040,0.0091856622,True,7,0,0,0,0,False,False
-5.5,2.5,collapse,False,0.0040951135,0.0061175153,0.0101958588,True,7,0,0,0,0,False,False
-5.5,2.75,collapse,False,0.0040909189,0.0050927291,0.0112040041,True,7,0,0,0,0,False,False
-5.5,3.0,collapse,False,0.0040867372,0.0040700358,0.0122101074,True,7,0,0,0,0,False,False
-5.5,3.25,collapse,False,0.0040825683,0.0030494257,0.0132141781,True,7,0,0,0,0,False,False
-5.5,3.5,collapse,False,0.0040784121,0.0020308894,0.0142162255,True,7,0,0,0,0,False,False
-5.5,3.75,collapse,False,0.0040742686,0.0010144172,0.0152162586,True,7,0,0,0,0,False,False
-5.5,4.0,collapse,False,0.0040701377,0.0000000000,0.0162142868,True,7,0,0,0,0,False,False
-5.5,4.25,collapse,False,0.0040660193,-0.0010123717,0.0172103189,True,7,0,0,0,0,False,False
-5.5,4.5,collapse,False,0.0040619134,-0.0020227071,0.0182043641,True,7,0,0,0,0,False,False
-5.5,4.75,collapse,False,0.0040578198,-0.0030310154,0.0191964311,True,7,0,0,0,0,False,False
-5.5,5.0,collapse,False,0.0040537386,-0.0040373058,0.0201865290,True,7,0,0,0,0,False,False
-5.5,5.25,collapse,False,0.0040496696,-0.0050415872,0.0211746664,True,7,0,0,0,0,False,False
-5.5,5.5,collapse,False,0.0040456128,-0.0060438688,0.0221608521,True,7,0,0,0,0,False,False
-5.5,5.75,collapse,False,0.0040415682,-0.0070441593,0.0231450949,True,7,0,0,0,0,False,False
-5.5,6.0,collapse,False,0.0040375356,-0.0080424678,0.0241274033,True,7,0,0,0,0,False,False
-5.5,6.25,collapse,False,0.0040335150,-0.0090388029,0.0251077858,True,7,0,0,0,0,False,False
-5.5,6.5,collapse,False,0.0040295063,-0.0100331735,0.0260862511,True,7,0,0,0,0,False,False
-5.5,6.75,collapse,False,0.0040255095,-0.0110255882,0.0270628074,True,7,0,0,0,0,False,False
-5.5,7.0,collapse,False,0.0040215246,-0.0120160557,0.0280374633,True,7,0,0,0,0,False,False
-5.5,7.25,collapse,False,0.0040175513,-0.0130045845,0.0290102269,True,7,0,0,0,0,False,False
-5.5,7.5,collapse,False,0.0040135898,-0.0139911831,0.0299811066,True,7,0,0,0,0,False,False
-5.5,7.75,collapse,False,0.0040096399,-0.0149758600,0.0309501106,True,7,0,0,0,0,False,False
-5.5,8.0,collapse,False,0.0040057015,-0.0159586235,0.0319172470,True,7,0,0,0,0,False,False
-5.5,8.25,collapse,False,0.0040017747,-0.0169394820,0.0328825240,True,7,0,0,0,0,False,False
-5.5,8.5,collapse,False,0.0039978593,-0.0179184438,0.0338459495,True,7,0,0,0,0,False,False
-5.5,8.75,collapse,False,0.0039939553,-0.0188955171,0.0348075315,True,7,0,0,0,0,False,False
-5.5,9.0,collapse,False,0.0039900626,-0.0198707100,0.0357672781,True,7,0,0,0,0,False,False
-5.5,9.25,collapse,False,0.0039861812,-0.0208440307,0.0367251969,True,7,0,0,0,0,False,False
-5.5,9.5,collapse,False,0.0039823110,-0.0218154872,0.0376812960,True,7,0,0,0,0,False,False
-5.5,9.75,collapse,False,0.0039784520,-0.0227850874,0.0386355830,True,7,0,0,0,0,False,False
-5.5,10.0,collapse,False,0.0039746040,-0.0237528394,0.0395880656,True,7,0,0,0,0,False,False
-5.5,10.25,collapse,False,0.0039707671,-0.0247187510,0.0405387516,True,7,0,0,0,0,False,False
-5.5,10.5,collapse,False,0.0039669412,-0.0256828300,0.0414876485,True,7,0,0,0,0,False,False
-5.5,10.75,collapse,False,0.0039631263,-0.0266450843,0.0424347639,True,7,0,0,0,0,False,False
-5.5,11.0,collapse,False,0.0039593222,-0.0276055216,0.0433801054,True,7,0,0,0,0,False,False
-5.5,11.25,collapse,False,0.0039555289,-0.0285641495,0.0443236803,True,7,0,0,0,0,False,False
-5.5,11.5,collapse,False,0.0039517464,-0.0295209757,0.0452654961,True,7,0,0,0,0,False,False
-5.5,11.75,collapse,False,0.0039479746,-0.0304760077,0.0462055601,True,7,0,0,0,0,False,False
-5.5,12.0,collapse,False,0.0039442135,-0.0314292531,0.0471438797,True,7,0,0,0,0,False,False
-5.5,12.25,collapse,False,0.0039404629,-0.0323807194,0.0480804622,True,7,0,0,0,0,False,False
-5.5,12.5,collapse,False,0.0039367230,-0.0333304140,0.0490153147,True,7,0,0,0,0,False,False
-5.5,12.75,collapse,False,0.0039329935,-0.0342783442,0.0499484444,True,7,0,0,0,0,False,False
-5.5,13.0,collapse,False,0.0039292745,-0.0352245174,0.0508798585,True,7,0,0,0,0,False,False
-5.5,13.25,collapse,False,0.0039255658,-0.0361689409,0.0518095640,True,7,0,0,0,0,False,False
-5.5,13.5,collapse,False,0.0039218676,-0.0371116219,0.0527375680,True,7,0,0,0,0,False,False
-5.5,13.75,collapse,False,0.0039181796,-0.0380525676,0.0536638774,True,7,0,0,0,0,False,False
-5.5,14.0,collapse,False,0.0039145018,-0.0389917851,0.0545884992,True,7,0,0,0,0,False,False
-5.25,0.0,collapse,False,0.0053320575,0.0212145066,0.0000000000,True,7,0,0,0,0,False,False
-5.25,0.25,collapse,False,0.0053248492,0.0198618568,0.0013241238,True,7,0,0,0,0,False,False
-5.25,0.5,collapse,False,0.0053176701,0.0185128739,0.0026446963,True,7,0,0,0,0,False,False
-5.25,0.75,collapse,False,0.0053105202,0.0171675354,0.0039617389,True,7,0,0,0,0,False,False
-5.25,1.0,collapse,False,0.0053033992,0.0158258193,0.0052752731,True,7,0,0,0,0,False,False
-5.25,1.25,collapse,False,0.0052963068,0.0144877037,0.0065853199,True,7,0,0,0,0,False,False
-5.25,1.5,collapse,False,0.0052892428,0.0131531669,0.0078919001,True,7,0,0,0,0,False,False
-5.25,1.75,collapse,False,0.0052822072,0.0118221873,0.0091950346,True,7,0,0,0,0,False,False
-5.25,2.0,collapse,False,0.0052751996,0.0104947437,0.0104947437,True,7,0,0,0,0,False,False
-5.25,2.25,collapse,False,0.0052682199,0.0091708150,0.0117910479,True,7,0,0,0,0,False,False
-5.25,2.5,collapse,False,0.0052612678,0.0078503803,0.0130839671,True,7,0,0,0,0,False,False
-5.25,2.75,collapse,False,0.0052543432,0.0065334189,0.0143735215,True,7,0,0,0,0,False,False
-5.25,3.0,collapse,False,0.0052474459,0.0052199102,0.0156597306,True,7,0,0,0,0,False,False
-5.25,3.25,collapse,False,0.0052405757,0.0039098340,0.0169426142,True,7,0,0,0,0,False,False
-5.25,3.5,collapse,False,0.0052337324,0.0026031702,0.0182221914,True,7,0,0,0,0,False,False
-5.25,3.75,collapse,False,0.0052269158,0.0012998988,0.0194984817,True,7,0,0,0,0,False,False
-5.25,4.0,collapse,False,0.0052201257,0.0000000000,0.0207715039,True,7,0,0,0,0,False,False
-5.25,4.25,collapse,False,0.0052133620,-0.0012965457,0.0220412770,True,7,0,0,0,0,False,False
-5.25,4.5,collapse,False,0.0052066244,-0.0025897577,0.0233078196,True,7,0,0,0,0,False,False
-5.25,4.75,collapse,False,0.0051999128,-0.0038796553,0.0245711503,True,7,0,0,0,0,False,False
-5.25,5.0,collapse,False,0.0051932271,-0.0051662575,0.0258312874,True,7,0,0,0,0,False,False
-5.25,5.25,collapse,False,0.0051865670,-0.0064495831,0.0270882490,True,7,0,0,0,0,False,False
-5.25,5.5,collapse,False,0.0051799323,-0.0077296509,0.0283420533,True,7,0,0,0,0,False,False
-5.25,5.75,collapse,False,0.0051733229,-0.0090064794,0.0295927180,True,7,0,0,0,0,False,False
-5.25,6.0,collapse,False,0.0051667387,-0.0102800869,0.0308402608,True,7,0,0,0,0,False,False
-5.25,6.25,collapse,False,0.0051601793,-0.0115504918,0.0320846994,True,7,0,0,0,0,False,False
-5.25,6.5,collapse,False,0.0051536448,-0.0128177119,0.0333260510,True,7,0,0,0,0,False,False
-5.25,6.75,collapse,False,0.0051471349,-0.0140817652,0.0345643329,True,7,0,0,0,0,False,False
-5.25,7.0,collapse,False,0.0051406494,-0.0153426695,0.0357995622,True,7,0,0,0,0,False,False
-5.25,7.25,collapse,False,0.0051341883,-0.0166004422,0.0370317558,True,7,0,0,0,0,False,False
-5.25,7.5,collapse,False,0.0051277512,-0.0178551009,0.0382609305,True,7,0,0,0,0,False,False
-5.25,7.75,collapse,False,0.0051213382,-0.0191066627,0.0394871029,True,7,0,0,0,0,False,False
-5.25,8.0,collapse,False,0.0051149489,-0.0203551448,0.0407102896,True,7,0,0,0,0,False,False
-5.25,8.25,collapse,False,0.0051085833,-0.0216005641,0.0419305068,True,7,0,0,0,0,False,False
-5.25,8.5,collapse,False,0.0051022412,-0.0228429374,0.0431477707,True,7,0,0,0,0,False,False
-5.25,8.75,collapse,False,0.0050959224,-0.0240822815,0.0443620975,True,7,0,0,0,0,False,False
-5.25,9.0,collapse,False,0.0050896269,-0.0253186128,0.0455735031,True,7,0,0,0,0,False,False
-5.25,9.25,collapse,False,0.0050833544,-0.0265519478,0.0467820032,True,7,0,0,0,0,False,False
-5.25,9.5,collapse,False,0.0050771047,-0.0277823026,0.0479876136,True,7,0,0,0,0,False,False
-5.25,9.75,collapse,False,0.0050708779,-0.0290096934,0.0491903497,True,7,0,0,0,0,False,False
-5.25,10.0,collapse,False,0.0050646736,-0.0302341361,0.0503902269,True,7,0,0,0,0,False,False
-5.25,10.25,collapse,False,0.0050584918,-0.0314556466,0.0515872605,True,7,0,0,0,0,False,False
-5.25,10.5,collapse,False,0.0050523323,-0.0326742406,0.0527814656,True,7,0,0,0,0,False,False
-5.25,10.75,collapse,False,0.0050461950,-0.0338899336,0.0539728573,True,7,0,0,0,0,False,False
-5.25,11.0,collapse,False,0.0050400797,-0.0351027411,0.0551614504,True,7,0,0,0,0,False,False
-5.25,11.25,collapse,False,0.0050339863,-0.0363126784,0.0563472596,True,7,0,0,0,0,False,False
-5.25,11.5,collapse,False,0.0050279147,-0.0375197607,0.0575302997,True,7,0,0,0,0,False,False
-5.25,11.75,collapse,False,0.0050218647,-0.0387240029,0.0587105851,True,7,0,0,0,0,False,False
-5.25,12.0,collapse,False,0.0050158361,-0.0399254201,0.0598881302,True,7,0,0,0,0,False,False
-5.25,12.25,collapse,False,0.0050098289,-0.0411240270,0.0610629492,True,7,0,0,0,0,False,False
-5.25,12.5,collapse,False,0.0050038430,-0.0423198384,0.0622350565,True,7,0,0,0,0,False,False
-5.25,12.75,collapse,False,0.0049978781,-0.0435128688,0.0634044659,True,7,0,0,0,0,False,False
-5.25,13.0,collapse,False,0.0049919341,-0.0447031325,0.0645711914,True,7,0,0,0,0,False,False
-5.25,13.25,collapse,False,0.0049860110,-0.0458906441,0.0657352469,True,7,0,0,0,0,False,False
-5.25,13.5,collapse,False,0.0049801086,-0.0470754176,0.0668966460,True,7,0,0,0,0,False,False
-5.25,13.75,collapse,False,0.0049742267,-0.0482574671,0.0680554023,True,7,0,0,0,0,False,False
-5.25,14.0,collapse,False,0.0049683653,-0.0494368067,0.0692115294,True,7,0,0,0,0,False,False
-5.0,0.0,collapse,False,0.0068782641,0.0273238143,0.0000000000,True,7,0,0,0,0,False,False
-5.0,0.25,collapse,False,0.0068662198,0.0255715305,0.0017047687,True,7,0,0,0,0,False,False
-5.0,0.5,collapse,False,0.0068542389,0.0238254041,0.0034036292,True,7,0,0,0,0,False,False
-5.0,0.75,collapse,False,0.0068423209,0.0220853865,0.0050966276,True,7,0,0,0,0,False,False
-5.0,1.0,collapse,False,0.0068304651,0.0203514297,0.0067838099,True,7,0,0,0,0,False,False
-5.0,1.25,collapse,False,0.0068186711,0.0186234863,0.0084652210,True,7,0,0,0,0,False,False
-5.0,1.5,collapse,False,0.0068069382,0.0169015094,0.0101409057,True,7,0,0,0,0,False,False
-5.0,1.75,collapse,False,0.0067952658,0.0151854529,0.0118109078,True,7,0,0,0,0,False,False
-5.0,2.0,collapse,False,0.0067836535,0.0134752711,0.0134752711,True,7,0,0,0,0,False,False
-5.0,2.25,collapse,False,0.0067721006,0.0117709187,0.0151340383,True,7,0,0,0,0,False,False
-5.0,2.5,collapse,False,0.0067606066,0.0100723513,0.0167872521,True,7,0,0,0,0,False,False
-5.0,2.75,collapse,False,0.0067491711,0.0083795247,0.0184349543,True,7,0,0,0,0,False,False
-5.0,3.0,collapse,False,0.0067377934,0.0066923955,0.0200771865,True,7,0,0,0,0,False,False
-5.0,3.25,collapse,False,0.0067264730,0.0050109207,0.0217139896,True,7,0,0,0,0,False,False
-5.0,3.5,collapse,False,0.0067152095,0.0033350577,0.0233454041,True,7,0,0,0,0,False,False
-5.0,3.75,collapse,False,0.0067040023,0.0016647647,0.0249714699,True,7,0,0,0,0,False,False
-5.0,4.0,collapse,False,0.0066928509,0.0000000000,0.0265922267,True,7,0,0,0,0,False,False
-5.0,4.25,collapse,False,0.0066817549,-0.0016592773,0.0282077135,True,7,0,0,0,0,False,False
-5.0,4.5,collapse,False,0.0066707137,-0.0033131077,0.0298179689,True,7,0,0,0,0,False,False
-5.0,4.75,collapse,False,0.0066597269,-0.0049615312,0.0314230311,True,7,0,0,0,0,False,False
-5.0,5.0,collapse,False,0.0066487940,-0.0066045876,0.0330229378,True,7,0,0,0,0,False,False
-5.0,5.25,collapse,False,0.0066379146,-0.0082423158,0.0346177264,True,7,0,0,0,0,False,False
-5.0,5.5,collapse,False,0.0066270881,-0.0098747547,0.0362074337,True,7,0,0,0,0,False,False
-5.0,5.75,collapse,False,0.0066163141,-0.0115019423,0.0377920962,True,7,0,0,0,0,False,False
-5.0,6.0,collapse,False,0.0066055922,-0.0131239166,0.0393717499,True,7,0,0,0,0,False,False
-5.0,6.25,collapse,False,0.0065949219,-0.0147407150,0.0409464305,True,7,0,0,0,0,False,False
-5.0,6.5,collapse,False,0.0065843028,-0.0163523743,0.0425161732,True,7,0,0,0,0,False,False
-5.0,6.75,collapse,False,0.0065737344,-0.0179589311,0.0440810128,True,7,0,0,0,0,False,False
-5.0,7.0,collapse,False,0.0065632164,-0.0195604216,0.0456409838,True,7,0,0,0,0,False,False
-5.0,7.25,collapse,False,0.0065527482,-0.0211568815,0.0471961203,True,7,0,0,0,0,False,False
-5.0,7.5,collapse,False,0.0065423295,-0.0227483461,0.0487464560,True,7,0,0,0,0,False,False
-5.0,7.75,collapse,False,0.0065319599,-0.0243348504,0.0502920242,True,7,0,0,0,0,False,False
-5.0,8.0,collapse,False,0.0065216390,-0.0259164289,0.0518328578,True,7,0,0,0,0,False,False
-5.0,8.25,collapse,False,0.0065113663,-0.0274931158,0.0533689895,True,7,0,0,0,0,False,False
-5.0,8.5,collapse,False,0.0065011415,-0.0290649449,0.0549004516,True,7,0,0,0,0,False,False
